key,pressDuration,pressTime,releaseTime,flightTime
KeyI,20.600000023841858,30944.099999904633,30964.699999928474,-12.799999952316284
KeyH,55.799999952316284,30951.899999976158,31007.699999928474,190
KeyE,298.3000000715256,31197.699999928474,31496,-108.60000002384186
KeyF,165,31387.399999976158,31552.399999976158,125.79999995231628
KeyH,19.600000023841858,31678.199999928474,31697.799999952316,-217.5
KeyA,341.89999997615814,31480.299999952316,31822.199999928474,356.89999997615814
KeyI,106,32179.099999904633,32285.099999904633,108.10000002384186
KeyH,24.899999976158142,32393.199999928474,32418.099999904633,23.800000071525574
KeyQ,17.600000023841858,32441.899999976158,32459.5,-158
KeyR,199.19999992847443,32301.5,32500.699999928474,-691.1999999284744
KeyE,735.1999999284744,31809.5,32544.699999928474,-79.10000002384186
KeyA,470.90000009536743,32465.599999904633,32936.5,-160.70000004768372
KeyE,390.60000002384186,32775.799999952316,33166.39999997616,-616.1000000238419
KeyI,624.6000000238419,32550.299999952316,33174.89999997616,-56.60000002384186
KeyO,65.20000004768372,33118.299999952316,33183.5,-30.40000009536743
KeyA,92.60000002384186,33153.09999990463,33245.699999928474,-1020.1999999284744
KeyW,1028.6999999284744,32225.5,33254.199999928474,208.80000007152557
KeyI,152.29999995231628,33463,33615.299999952316,98.29999995231628
KeyH,137.60000002384186,33713.59999990463,33851.199999928474,-208.79999995231628
KeyE,259.2999999523163,33642.39999997616,33901.699999928474,60.89999997615814
KeyI,75,33962.59999990463,34037.59999990463,103.60000002384186
KeyE,299.89999997615814,34141.199999928474,34441.09999990463,36.10000002384186
KeyI,99,34477.199999928474,34576.199999928474,329.7000000476837
KeyN,48.89999997615814,34905.89999997616,34954.799999952316,-58.799999952316284
KeyJ,127.59999990463257,34896,35023.59999990463,44.40000009536743
KeyI,13.799999952316284,35068,35081.799999952316,17.100000023841858
KeyI,174.39999997615814,35098.89999997616,35273.299999952316,-12.299999952316284
KeyF,106,35261,35367,-54
KeyW,212.09999990463257,35313,35525.09999990463,-22.699999928474426
KeyN,220.29999995231628,35502.39999997616,35722.699999928474,176.70000004768372
KeyH,190.79999995231628,35899.39999997616,36090.199999928474,-839
KeyD,849,35251.199999928474,36100.199999928474,-394.7999999523163
KeyF,474.1999999284744,35705.39999997616,36179.59999990463,-384.6999999284744
KeyW,419.1999999284744,35794.89999997616,36214.09999990463,85.40000009536743
KeyH,150.19999992847443,36299.5,36449.699999928474,-588.8999999761581
KeyA,724.6000000238419,35860.799999952316,36585.39999997616,93.39999997615814
KeyH,81.60000002384186,36678.799999952316,36760.39999997616,177.60000002384186
KeyW,134.39999997615814,36938,37072.39999997616,-123.60000002384186
KeyA,147.20000004768372,36948.799999952316,37096,-116.5
KeyH,204.09999990463257,36979.5,37183.59999990463,18.40000009536743
KeyI,93.19999992847443,37202,37295.199999928474,-84.10000002384186
KeyU,95.60000002384186,37211.09999990463,37306.699999928474,-172.19999992847443
KeyF,199.09999990463257,37134.5,37333.59999990463,207.20000004768372
KeyN,56.89999997615814,37540.799999952316,37597.699999928474,58.200000047683716
KeyI,75.19999992847443,37655.89999997616,37731.09999990463,13.300000071525574
KeyH,140.60000002384186,37744.39999997616,37885,69.89999997615814
KeyI,67.19999992847443,37954.89999997616,38022.09999990463,-58.39999997615814
KeyU,94.89999997615814,37963.699999928474,38058.59999990463,-1289.8999999761581
KeyE,1330.7000000476837,36768.699999928474,38099.39999997616,-15.5
KeyH,47.5,38083.89999997616,38131.39999997616,121.19999992847443
KeyU,74.30000007152557,38252.59999990463,38326.89999997616,-49.10000002384186
KeyW,133.5,38277.799999952316,38411.299999952316,60.5
KeyH,130,38471.799999952316,38601.799999952316,-315.2999999523163
KeyE,323.6999999284744,38286.5,38610.199999928474,8
KeyI,23.600000023841858,38618.199999928474,38641.799999952316,25.899999976158142
KeyI,34.5,38667.699999928474,38702.199999928474,-73.60000002384186
KeyU,141,38628.59999990463,38769.59999990463,-281
KeyF,298.90000009536743,38488.59999990463,38787.5,-36.700000047683716
KeyH,94.29999995231628,38750.799999952316,38845.09999990463,93.80000007152557
KeyU,85.69999992847443,38938.89999997616,39024.59999990463,-215.19999992847443
KeyE,225.39999997615814,38809.39999997616,39034.799999952316,-234.79999995231628
KeyW,250.79999995231628,38800,39050.799999952316,-89.29999995231628
KeyF,122.5,38961.5,39084,51.5
KeyF,81.39999997615814,39135.5,39216.89999997616,-54.89999997615814
KeyD,64.59999990463257,39162,39226.59999990463,7.600000023841858
KeyU,134.10000002384186,39234.199999928474,39368.299999952316,-106.39999997615814
KeyW,312.39999997615814,39261.89999997616,39574.299999952316,-22
KeyI,31.100000023841858,39552.299999952316,39583.39999997616,-21.800000071525574
KeyU,58.60000002384186,39561.59999990463,39620.199999928474,-195.19999992847443
KeyF,355,39425,39780,5.699999928474426
KeyH,72.30000007152557,39785.699999928474,39858,-44.200000047683716
KeyE,104.79999995231628,39813.799999952316,39918.59999990463,-113.79999995231628
KeyI,121.20000004768372,39804.799999952316,39926,-171.30000007152557
KeyW,347.10000002384186,39754.699999928474,40101.799999952316,-105
KeyF,239.5,39996.799999952316,40236.299999952316,-77.39999997615814
KeyI,88.29999995231628,40158.89999997616,40247.199999928474,100.80000007152557
KeyH,14.599999904632568,40348,40362.59999990463,11.200000047683716
KeyH,102.39999997615814,40373.799999952316,40476.199999928474,-212
KeyE,233.20000004768372,40264.199999928474,40497.39999997616,-224.70000004768372
KeyW,236.60000002384186,40272.699999928474,40509.299999952316,17.200000047683716
KeyU,17.299999952316284,40526.5,40543.799999952316,-26.899999976158142
KeyI,81.19999992847443,40516.89999997616,40598.09999990463,-41.299999952316284
KeyU,55.200000047683716,40556.799999952316,40612,26.399999976158142
KeyH,97.60000002384186,40638.39999997616,40736,-308.8000000715256
KeyF,317.3000000715256,40427.199999928474,40744.5,72.79999995231628
KeyI,16.399999976158142,40817.299999952316,40833.699999928474,62.800000071525574
KeyH,91.09999990463257,40896.5,40987.59999990463,-282
KeyE,312.60000002384186,40705.59999990463,41018.199999928474,-320.2999999523163
KeyW,329.2999999523163,40697.89999997616,41027.199999928474,43.10000002384186
KeyI,69.10000002384186,41070.299999952316,41139.39999997616,-210.60000002384186
KeyF,229,40928.799999952316,41157.799999952316,-78
KeyU,88.20000004768372,41079.799999952316,41168,4.599999904632568
KeyA,112.40000009536743,41172.59999990463,41285,-67.10000002384186
KeyH,108.79999995231628,41217.89999997616,41326.699999928474,15.800000071525574
KeyF,14.299999952316284,41342.5,41356.799999952316,25.899999976158142
KeyI,36.200000047683716,41382.699999928474,41418.89999997616,-273.60000002384186
KeyW,283.2999999523163,41145.299999952316,41428.59999990463,-172.09999990463257
KeyE,181,41256.5,41437.5,-44.700000047683716
KeyU,63.799999952316284,41392.799999952316,41456.59999990463,24.600000023841858
KeyH,85.70000004768372,41481.199999928474,41566.89999997616,-124.10000002384186
KeyF,141.70000004768372,41442.799999952316,41584.5,34.59999990463257
KeyI,21.40000009536743,41619.09999990463,41640.5,-12.5
KeyU,62.09999990463257,41628,41690.09999990463,-100.5
KeyW,196.30000007152557,41589.59999990463,41785.89999997616,-184.60000002384186
KeyE,202.39999997615814,41601.299999952316,41803.699999928474,-54.89999997615814
KeyH,109,41748.799999952316,41857.799999952316,-66.39999997615814
KeyF,80.19999992847443,41791.39999997616,41871.59999990463,34.200000047683716
KeyI,68.10000002384186,41905.799999952316,41973.89999997616,-59.10000002384186
KeyU,87.10000002384186,41914.799999952316,42001.89999997616,-22.5
KeyE,110.79999995231628,41979.39999997616,42090.199999928474,-58.89999997615814
KeyH,97.79999995231628,42031.299999952316,42129.09999990463,-178.39999997615814
KeyW,187.5,41950.699999928474,42138.199999928474,65.60000002384186
KeyO,22.600000023841858,42203.799999952316,42226.39999997616,-12.700000047683716
KeyI,23.300000071525574,42213.699999928474,42237,9.199999928474426
KeyI,20.800000071525574,42246.199999928474,42267,30.399999976158142
KeyW,137,42297.39999997616,42434.39999997616,115.69999992847443
KeyO,11.300000071525574,42550.09999990463,42561.39999997616,-56.300000071525574
KeyA,68.5,42505.09999990463,42573.59999990463,387.8000000715256
KeyK,95.29999995231628,42961.39999997616,43056.699999928474,-332.2999999523163
KeyA,557,42724.39999997616,43281.39999997616,37.199999928474426
KeyE,409.10000002384186,43318.59999990463,43727.699999928474,-51.60000002384186
KeyH,60.700000047683716,43676.09999990463,43736.799999952316,-102.70000004768372
KeyJ,153.30000007152557,43634.09999990463,43787.39999997616,47.199999928474426
KeyO,217.40000009536743,43834.59999990463,44052,-206.5
KeyA,291.2999999523163,43845.5,44136.799999952316,135.79999995231628
KeyO,147.5,44272.59999990463,44420.09999990463,30.800000071525574
Digit8,149.89999997615814,44450.89999997616,44600.799999952316,-53.5
KeyE,558.2000000476837,44547.299999952316,45105.5,-321.40000009536743
KeyR,387.90000009536743,44784.09999990463,45172,-175.60000002384186
KeyO,224.10000002384186,44996.39999997616,45220.5,68.79999995231628
KeyW,72.20000004768372,45289.299999952316,45361.5,104.89999997615814
KeyY,82,45466.39999997616,45548.39999997616,-220.39999997615814
KeyR,256.59999990463257,45328,45584.59999990463,-89.39999997615814
Digit8,153.60000002384186,45495.199999928474,45648.799999952316,209.29999995231628
KeyW,28.800000071525574,45858.09999990463,45886.89999997616,-164.30000007152557
KeyR,272.3000000715256,45722.59999990463,45994.89999997616,-122.30000007152557
KeyE,539.9000000953674,45872.59999990463,46412.5,-139.40000009536743
KeyI,148.80000007152557,46273.09999990463,46421.89999997616,163
KeyU,175.29999995231628,46584.89999997616,46760.199999928474,-111.89999997615814
KeyE,173,46648.299999952316,46821.299999952316,81.89999997615814
Digit8,190.10000002384186,46903.199999928474,47093.299999952316,-308.7000000476837
KeyW,595.4000000953674,46784.59999990463,47380,-57.60000002384186
KeyJ,123.5,47322.39999997616,47445.89999997616,715.8999999761581
KeyR,156.5,48161.799999952316,48318.299999952316,-330.60000002384186
KeyE,338.60000002384186,47987.699999928474,48326.299999952316,232.79999995231628
KeyY,157.70000004768372,48559.09999990463,48716.799999952316,-271.7999999523163
KeyE,287.5,48445,48732.5,185.79999995231628
KeyW,49.10000002384186,48918.299999952316,48967.39999997616,5.100000023841858
KeyO,132.19999992847443,48972.5,49104.699999928474,135.89999997615814
KeyE,220.30000007152557,49240.59999990463,49460.89999997616,-147
Digit8,155.39999997615814,49313.89999997616,49469.299999952316,264.7999999523163
KeyJ,131.10000002384186,49734.09999990463,49865.199999928474,-166.39999997615814
KeyE,198.79999995231628,49698.799999952316,49897.59999990463,143.90000009536743
KeyE,473.1999999284744,50041.5,50514.699999928474,-44.89999997615814
KeyH,205.10000002384186,50469.799999952316,50674.89999997616,204
KeyY,148.39999997615814,50878.89999997616,51027.299999952316,-308.89999997615814
KeyE,517,50718.39999997616,51235.39999997616,22.899999976158142
KeyJ,52,51258.299999952316,51310.299999952316,-256.7999999523163
KeyR,264.89999997615814,51053.5,51318.39999997616,329.2999999523163
KeyY,137.10000002384186,51647.699999928474,51784.799999952316,-315.2999999523163
KeyW,374,51469.5,51843.5,-135
KeyE,292.5,51708.5,52001,-33.200000047683716
KeyI,139,51967.799999952316,52106.799999952316,-131.89999997615814
KeyW,442.39999997615814,51974.89999997616,52417.299999952316,-137.5
KeyY,181.20000004768372,52279.799999952316,52461,-153.20000004768372
KeyE,698.8999999761581,52307.799999952316,53006.699999928474,-309.1999999284744
Digit2,417.7999999523163,52697.5,53115.299999952316,117
KeyH,144.10000002384186,53232.299999952316,53376.39999997616,98
KeyE,166.5,53474.39999997616,53640.89999997616,5.799999952316284
KeyY,159.39999997615814,53646.699999928474,53806.09999990463,-176.29999995231628
Digit8,219,53629.799999952316,53848.799999952316,-178.20000004768372
Digit2,357.10000002384186,53670.59999990463,54027.699999928474,486.7000000476837
KeyE,176.19999992847443,54514.39999997616,54690.59999990463,-126.29999995231628
Digit8,191.39999997615814,54564.299999952316,54755.699999928474,403.5
KeyE,188.20000004768372,55159.199999928474,55347.39999997616,75.79999995231628
KeyE,195.89999997615814,55423.199999928474,55619.09999990463,-1096
KeyW,1137,54523.09999990463,55660.09999990463,-105.79999995231628
KeyR,222.70000004768372,55554.299999952316,55777,186
KeyW,255.79999995231628,55963,56218.799999952316,-44.39999997615814
KeyY,56.199999928474426,56174.39999997616,56230.59999990463,-104.19999992847443
KeyR,191.39999997615814,56126.39999997616,56317.799999952316,286.5
KeyI,16.299999952316284,56604.299999952316,56620.59999990463,8.5
KeyI,94.10000002384186,56629.09999990463,56723.199999928474,-260.6999999284744
KeyR,306.89999997615814,56462.5,56769.39999997616,191.79999995231628
Digit3,39.200000047683716,56961.199999928474,57000.39999997616,-21.200000047683716
Digit9,30.700000047683716,56979.199999928474,57009.89999997616,-234.60000002384186
KeyY,243.29999995231628,56775.299999952316,57018.59999990463,-30.59999990463257
Digit8,71.89999997615814,56988,57059.89999997616,-249.80000007152557
KeyR,264.3000000715256,56810.09999990463,57074.39999997616,176.60000002384186
KeyU,141.29999995231628,57251,57392.299999952316,6.399999976158142
KeyH,102.30000007152557,57398.699999928474,57501,-531.3000000715256
KeyW,706.8999999761581,56969.699999928474,57676.59999990463,289.5
KeyR,5.900000095367432,57966.09999990463,57972,48.199999928474426
KeyR,93.10000002384186,58020.199999928474,58113.299999952316,-62.5
KeyU,112,58050.799999952316,58162.799999952316,-169.39999997615814
KeyW,345.5,57993.39999997616,58338.89999997616,-87.89999997615814
KeyR,198.5,58251,58449.5,-81.40000009536743
KeyY,112.60000002384186,58368.09999990463,58480.699999928474,-73.5
Digit8,136.89999997615814,58407.199999928474,58544.09999990463,166.40000009536743
KeyU,186.29999995231628,58710.5,58896.799999952316,-233.5
KeyW,371,58663.299999952316,59034.299999952316,201.70000004768372
Digit3,36,59236,59272,-107.70000004768372
Digit8,160.39999997615814,59164.299999952316,59324.699999928474,-203.39999997615814
KeyR,274.60000002384186,59121.299999952316,59395.89999997616,-38.10000002384186
KeyE,285.7999999523163,59357.799999952316,59643.59999990463,-302.7999999523163
KeyW,333.39999997615814,59340.799999952316,59674.199999928474,-131.5
KeyU,178.39999997615814,59542.699999928474,59721.09999990463,6.300000071525574
KeyH,15.899999976158142,59727.39999997616,59743.299999952316,
